Guide_ID,Reads_in_input,Reads_lowqual,Reads_aligned_all_amplicons,Reads_aligned_WT,Reads_aligned_HDR,Reads_unaligned,WT,correct_edit,target_base_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,corr_perc,target_base_edit_perc,WT_perc,byproduct_all_perc,byproduct_INDEL_perc,byproduct_sub_perc,byproduct_ambiguous_perc
gRNA_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_10,973,0,973,969,2,2,234,1,2,738,1,733,4,0.10277492291880781,0.20554984583761562,24.049331963001027,75.84789311408016,0.10277492291880781,75.33401849948612,0.41109969167523125
gRNA_100,287,0,287,285,2,0,243,1,2,43,0,43,0,0.34843205574912894,0.6968641114982579,84.66898954703834,14.982578397212542,0.0,14.982578397212542,0.0
gRNA_1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_10000,1145,0,1145,1143,1,1,28,0,1,1117,0,1113,4,0.0,0.08733624454148471,2.445414847161572,97.55458515283843,0.0,97.2052401746725,0.34934497816593885
gRNA_10001,805,0,805,804,0,1,220,0,0,585,0,583,2,0.0,0.0,27.32919254658385,72.67080745341616,0.0,72.4223602484472,0.2484472049689441
gRNA_10002,107,0,107,107,0,0,24,0,0,83,0,83,0,0.0,0.0,22.429906542056074,77.57009345794393,0.0,77.57009345794393,0.0
gRNA_10003,51,1,50,50,0,0,19,0,0,31,0,30,1,0.0,0.0,38.0,62.0,0.0,60.0,2.0
gRNA_10004,259,0,259,257,1,1,3,0,1,256,0,255,1,0.0,0.3861003861003861,1.1583011583011582,98.84169884169884,0.0,98.45559845559846,0.3861003861003861
gRNA_10005,4046,1,4045,4037,0,8,2925,0,0,1120,9,1098,13,0.0,0.0,72.3114956736712,27.6885043263288,0.22249690976514214,27.144622991347344,0.32138442521631644
gRNA_10006,4158,0,4158,4150,2,6,378,0,2,3780,8,3764,8,0.0,0.0481000481000481,9.090909090909092,90.9090909090909,0.1924001924001924,90.52429052429054,0.1924001924001924
gRNA_10007,294,0,294,293,1,0,47,0,1,247,0,246,1,0.0,0.3401360544217687,15.98639455782313,84.01360544217688,0.0,83.6734693877551,0.3401360544217687
gRNA_10008,232,6,226,212,12,2,12,1,12,213,0,211,2,0.4424778761061947,5.3097345132743365,5.3097345132743365,94.24778761061947,0.0,93.36283185840708,0.8849557522123894
gRNA_10009,425,0,425,422,1,2,11,0,1,414,0,412,2,0.0,0.2352941176470588,2.588235294117647,97.41176470588235,0.0,96.94117647058823,0.4705882352941176
gRNA_1001,229,0,229,226,1,2,0,0,1,229,0,227,2,0.0,0.43668122270742354,0.0,100.0,0.0,99.12663755458514,0.8733624454148471
gRNA_10010,194,2,192,192,0,0,0,0,0,192,0,53,139,0.0,0.0,0.0,100.0,0.0,27.604166666666668,72.39583333333334
gRNA_10011,121,0,121,119,2,0,28,1,2,92,0,92,0,0.8264462809917356,1.6528925619834711,23.140495867768596,76.03305785123968,0.0,76.03305785123968,0.0
gRNA_10012,97,0,97,92,5,0,1,0,5,96,0,96,0,0.0,5.154639175257731,1.0309278350515463,98.96907216494846,0.0,98.96907216494846,0.0
gRNA_10013,667,0,667,665,1,1,278,0,1,389,4,383,2,0.0,0.14992503748125938,41.67916041979011,58.32083958020989,0.5997001499250375,57.42128935532234,0.29985007496251875
gRNA_10014,1358,0,1358,1348,9,1,8,5,9,1345,119,1207,19,0.3681885125184094,0.6627393225331369,0.5891016200294551,99.04270986745215,8.762886597938143,88.88070692194403,1.399116347569956
gRNA_10015,667,0,667,666,1,0,49,0,1,618,0,617,1,0.0,0.14992503748125938,7.34632683658171,92.65367316341829,0.0,92.50374812593704,0.14992503748125938
gRNA_10016,952,0,952,948,2,2,55,2,2,895,1,888,6,0.21008403361344538,0.21008403361344538,5.777310924369748,94.0126050420168,0.10504201680672269,93.27731092436974,0.6302521008403361
gRNA_10017,93,0,93,85,8,0,0,2,8,91,0,91,0,2.1505376344086025,8.60215053763441,0.0,97.84946236559139,0.0,97.84946236559139,0.0
gRNA_10018,262,0,262,261,1,0,35,1,1,226,3,220,3,0.38167938931297707,0.38167938931297707,13.358778625954198,86.25954198473282,1.1450381679389312,83.96946564885496,1.1450381679389312
gRNA_10019,2016,0,2016,2011,3,2,48,1,3,1967,4,1952,11,0.0496031746031746,0.1488095238095238,2.380952380952381,97.56944444444444,0.1984126984126984,96.82539682539682,0.5456349206349206
gRNA_1002,175,0,175,168,5,2,29,3,5,143,1,140,2,1.7142857142857144,2.857142857142857,16.57142857142857,81.71428571428572,0.5714285714285714,80.0,1.1428571428571428
gRNA_10020,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_10021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_10022,816,0,816,811,3,2,1,0,3,815,4,717,94,0.0,0.3676470588235294,0.12254901960784313,99.87745098039215,0.49019607843137253,87.86764705882352,11.519607843137255
