Guide_ID,Reads_in_input,Reads_lowqual,Reads_aligned_all_amplicons,Reads_aligned_WT,Reads_aligned_HDR,Reads_unaligned,WT,correct_edit,target_base_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,corr_perc,target_base_edit_perc,WT_perc,byproduct_all_perc,byproduct_INDEL_perc,byproduct_sub_perc,byproduct_ambiguous_perc
gRNA_1,3,0,3,3,0,0,0,0,0,3,0,3,0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
gRNA_10,11,0,11,2,9,0,0,1,9,10,0,9,1,9.090909090909092,81.81818181818183,0.0,90.9090909090909,0.0,81.81818181818183,9.090909090909092
gRNA_100,2,0,2,0,2,0,0,2,2,0,0,0,0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
gRNA_1000,5,0,5,5,0,0,2,0,0,3,0,3,0,0.0,0.0,40.0,60.0,0.0,60.0,0.0
gRNA_10000,14,0,14,14,0,0,0,0,0,14,0,12,2,0.0,0.0,0.0,100.0,0.0,85.71428571428571,14.285714285714285
gRNA_10001,21,0,21,21,0,0,1,0,0,20,0,20,0,0.0,0.0,4.761904761904762,95.23809523809523,0.0,95.23809523809523,0.0
gRNA_10002,37,0,37,36,1,0,1,0,1,36,0,36,0,0.0,2.7027027027027026,2.7027027027027026,97.2972972972973,0.0,97.2972972972973,0.0
gRNA_10003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_10004,5,1,4,3,1,0,1,0,1,3,0,3,0,0.0,25.0,25.0,75.0,0.0,75.0,0.0
gRNA_10005,73,5,68,68,0,0,41,0,0,27,1,25,1,0.0,0.0,60.29411764705882,39.705882352941174,1.4705882352941175,36.76470588235294,1.4705882352941175
gRNA_10006,27,0,27,23,4,0,2,2,4,23,1,22,0,7.4074074074074066,14.814814814814813,7.4074074074074066,85.18518518518519,3.7037037037037033,81.48148148148148,0.0
gRNA_10007,79,0,79,4,75,0,0,0,75,79,0,77,2,0.0,94.9367088607595,0.0,100.0,0.0,97.46835443037975,2.5316455696202533
