Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_1
HDR,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_1
Reference,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_2
HDR,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_2
Reference,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_3
HDR,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_3
Reference,61.02941176,38.97058824,137,137,136,83,53,0,0,0,53,0,0,53,0,0,0,0,gRNA_4
HDR,100.0,0.0,137,137,1,1,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_4
Reference,0.0,100.0,3,3,2,0,2,0,0,0,2,0,0,2,0,0,0,0,gRNA_5
HDR,100.0,0.0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_5
Reference,0.0,100.0,26,26,3,0,3,0,0,0,3,0,0,3,0,0,0,0,gRNA_6
HDR,0.0,100.0,26,26,23,0,23,0,0,0,23,0,0,23,0,0,0,0,gRNA_6
Reference,0.0,100.0,1359,1359,419,0,419,0,0,0,419,0,0,419,0,0,0,0,gRNA_7
HDR,0.0,100.0,1359,1359,939,0,939,0,0,3,939,0,0,936,0,0,3,0,gRNA_7
Reference,0.87719298,99.12280702,114,114,114,1,113,0,0,0,113,0,0,113,0,0,0,0,gRNA_8
HDR,,,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_8
Reference,,,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_9
HDR,0.0,100.0,18,18,18,0,18,0,2,2,18,0,0,16,0,0,0,2,gRNA_9
Reference,,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_10
HDR,75.0,25.0,8,8,8,6,2,0,0,0,2,0,0,2,0,0,0,0,gRNA_10
Reference,7.20720721,92.79279279,111,111,111,8,103,0,0,0,103,0,0,103,0,0,0,0,gRNA_11
HDR,,,111,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_11
Reference,33.33333333,66.66666667,18,18,18,6,12,0,0,0,12,0,0,12,0,0,0,0,gRNA_12
HDR,,,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_12
Reference,50.25793719,49.74206281,28937,28937,28883,14516,14367,0,3,80,14325,0,42,14284,0,3,38,0,gRNA_13
HDR,57.89473684,42.10526316,28937,28937,19,11,8,0,0,0,8,0,0,8,0,0,0,0,gRNA_13
Reference,41.42259414,58.57740586,240,240,239,99,140,0,0,0,140,0,0,140,0,0,0,0,gRNA_14
HDR,0.0,100.0,240,240,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_14
Reference,12.5,87.5,728,728,8,1,7,0,0,0,7,0,0,7,0,0,0,0,gRNA_15
HDR,0.13888889,99.86111111,728,728,720,1,719,0,0,1,719,0,0,718,0,0,1,0,gRNA_15
Reference,0.0,100.0,3606,3606,3,0,3,0,0,0,3,0,0,3,0,0,0,0,gRNA_16
HDR,2.0839122,97.9160878,3606,3606,3599,75,3524,0,8,13,3514,0,2,3511,8,0,3,0,gRNA_16
Reference,0.0,100.0,87,87,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_17
HDR,0.0,100.0,87,87,85,0,85,0,0,0,85,0,0,85,0,0,0,0,gRNA_17
Reference,,,1237,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_18
HDR,0.0,100.0,1237,1237,1236,0,1236,0,1,3,1236,0,0,1232,0,1,3,0,gRNA_18
Reference,0.0,100.0,7,7,7,0,7,0,0,0,7,0,0,7,0,0,0,0,gRNA_19
