Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_1
HDR,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_1
Reference,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_2
HDR,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_2
Reference,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_3
HDR,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_3
Reference,67.85714286,32.14285714,112,112,112,76,36,0,0,0,36,0,0,36,0,0,0,0,gRNA_4
HDR,,,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_4
Reference,25.0,75.0,858,858,4,1,3,0,0,0,3,0,0,3,0,0,0,0,gRNA_5
HDR,71.31147541,28.68852459,858,858,854,609,245,0,0,0,245,0,0,245,0,0,0,0,gRNA_5
Reference,4.46927374,95.53072626,439,438,179,8,171,0,0,1,171,0,0,170,0,0,1,0,gRNA_6
HDR,62.16216216,37.83783784,439,438,259,161,98,0,0,0,98,0,0,98,0,0,0,0,gRNA_6
Reference,0.0,100.0,1334,1334,1167,0,1167,0,0,1,1167,0,0,1166,0,0,1,0,gRNA_7
HDR,0.0,100.0,1334,1334,166,0,166,0,0,0,166,0,0,166,0,0,0,0,gRNA_7
Reference,0.0,100.0,65,65,65,0,65,0,0,0,65,0,0,65,0,0,0,0,gRNA_8
HDR,,,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_8
Reference,,,97,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_9
HDR,0.0,100.0,97,97,97,0,97,0,0,0,97,0,0,97,0,0,0,0,gRNA_9
Reference,33.33333333,66.66666667,157,157,9,3,6,0,0,0,6,0,0,6,0,0,0,0,gRNA_10
HDR,57.43243243,42.56756757,157,157,148,85,63,0,1,0,63,0,0,62,0,1,0,0,gRNA_10
Reference,8.33333333,91.66666667,344,344,192,16,176,0,0,0,176,0,0,176,0,0,0,0,gRNA_11
HDR,25.65789474,74.34210526,344,344,152,39,113,0,0,0,113,0,0,113,0,0,0,0,gRNA_11
Reference,0.0,100.0,2,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_12
HDR,0.0,100.0,2,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_12
Reference,56.64335664,43.35664336,143,143,143,81,62,0,0,0,62,0,0,62,0,0,0,0,gRNA_13
HDR,,,143,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_13
Reference,40.0,60.0,10,10,10,4,6,0,0,0,6,0,0,6,0,0,0,0,gRNA_14
HDR,,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_14
Reference,,,750,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_15
HDR,9.2,90.8,750,750,750,69,681,0,0,4,681,0,0,677,0,0,4,0,gRNA_15
Reference,0.0,100.0,1023,1023,1,0,1,0,0,1,0,0,1,0,0,0,0,0,gRNA_16
HDR,20.54794521,79.45205479,1023,1023,1022,210,812,0,3,5,807,0,2,807,3,0,0,0,gRNA_16
Reference,8.33333333,91.66666667,18,18,12,1,11,0,1,0,10,1,0,10,0,0,0,0,gRNA_17
HDR,0.0,100.0,18,18,6,0,6,0,0,0,6,0,0,6,0,0,0,0,gRNA_17
Reference,,,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_18
HDR,0.0,100.0,63,63,63,0,63,0,0,0,63,0,0,63,0,0,0,0,gRNA_18
Reference,2.78670954,97.21329046,935,935,933,26,907,0,30,2,907,0,0,875,0,30,2,0,gRNA_19
