Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,85.68421053,14.31578947,481,481,475,407,68,0,0,1,67,0,1,67,0,0,0,0,gRNA_1
HDR,83.33333333,16.66666667,481,481,6,5,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_1
Reference,38.59060403,61.40939597,322,322,298,115,183,0,0,0,183,0,0,183,0,0,0,0,gRNA_2
HDR,26.66666667,73.33333333,322,322,15,4,11,0,0,0,11,0,0,11,0,0,0,0,gRNA_2
Reference,68.33333333,31.66666667,82,82,60,41,19,0,1,0,18,1,0,18,0,0,0,0,gRNA_3
HDR,90.47619048,9.52380952,82,82,21,19,2,0,0,0,2,0,0,2,0,0,0,0,gRNA_3
Reference,100.0,0.0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_4
HDR,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_4
Reference,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_5
HDR,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_5
Reference,,,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_6
HDR,0.0,100.0,9,9,9,0,9,0,0,0,9,0,0,9,0,0,0,0,gRNA_6
Reference,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_7
HDR,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_7
Reference,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_8
HDR,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_8
Reference,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_9
HDR,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_9
Reference,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_10
HDR,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_10
